Satisfaction Score,Churn Value,Churn Score,CLTV,Employee Related Cancellation,Product/Service Related Cancellation,Competitor Cancellation,Price Cancellation,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,City,Zip Code,Churn Category_Competitor,Churn Category_Did Not Churn,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Did Not Churn,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Referred a Friend_Yes,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_Unknown/None,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes
4,0,24,2064,0,0,0,0,1,5,5.42,23,70.05,302.6,0.0,0,27.1,329.70000000000005,79,0,8,92570,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
5,0,39,5495,0,0,0,0,1,29,37.65,9,51.6,1442.0,0.0,0,1091.85,2533.85,77,0,4,92584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0
4,0,60,5168,0,0,0,0,1,72,30.78,17,115.75,8399.15,0.0,110,2216.16,10725.31,77,1,38,92591,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1
3,0,45,5840,0,0,0,0,0,56,17.33,16,99.9,5706.3,0.0,0,970.48,6676.78,80,0,4,92596,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0
5,0,66,4324,0,0,0,0,0,68,32.11,12,107.15,7379.8,0.0,50,2183.48,9613.28,80,1,4,92610,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1
3,0,25,4184,0,0,0,0,9,50,14.49,17,101.9,5265.5,0.0,0,724.5,5990.0,80,0,4,92651,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
3,0,33,3155,0,0,0,0,0,47,14.78,10,59.6,2754.0,0.0,0,694.66,3448.66,74,0,24,92705,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
4,0,58,3906,0,0,0,0,6,28,45.67,8,110.85,3204.4,0.0,0,1278.76,4483.16,76,0,4,92708,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0
3,0,69,2631,0,0,0,0,3,35,20.44,18,94.55,3365.4,0.0,0,715.4000000000001,4080.8,68,0,28,92802,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
3,0,35,5720,0,0,0,0,0,44,49.75,2,109.8,4860.35,0.0,0,2189.0,7049.35,71,0,8,93010,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0
3,0,40,5569,0,0,0,0,0,66,11.63,5,102.85,6976.75,0.0,60,767.58,7804.33,69,0,4,93021,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0
4,0,55,5248,0,0,0,0,1,10,0.0,53,34.55,362.6,0.0,0,0.0,362.6,73,3,12,93030,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1
3,0,27,5722,0,0,0,0,7,66,25.51,15,104.6,6819.45,0.0,0,1683.66,8503.11,74,0,8,93065,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0
5,0,75,5388,0,0,0,0,0,72,44.81,14,111.65,7943.45,0.0,0,3226.32,11169.77,72,0,4,93066,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
4,0,30,5982,0,0,0,0,0,49,47.72,21,89.85,4287.2,0.0,0,2338.28,6625.48,70,0,4,93206,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
3,0,77,5242,0,0,0,0,0,24,31.73,13,70.0,1732.6,0.0,140,761.52,2634.12,74,0,4,93218,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3,0,79,4295,0,0,0,0,0,65,44.23,27,110.35,7246.15,0.0,0,2874.95,10121.1,80,0,4,93256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0
3,0,20,3568,0,0,0,0,0,40,28.54,24,103.75,4188.4,0.0,0,1141.6,5330.0,74,0,4,93267,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
3,0,21,4327,0,0,0,0,0,22,34.39,0,20.05,417.0,0.0,0,756.58,1173.58,65,0,4,93286,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
3,0,68,3384,0,0,0,0,1,47,42.29,22,84.95,4018.05,0.0,80,1987.63,6085.68,72,1,39,93301,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1
4,0,31,3104,0,0,0,0,0,27,34.39,19,104.65,2964.0,0.0,0,928.53,3892.53,76,0,39,93313,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0
4,0,28,5581,0,0,0,0,7,68,34.31,15,80.35,5589.3,0.0,0,2333.08,7922.38,75,0,4,93432,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0
4,0,69,2302,0,0,0,0,1,9,1.66,0,21.25,204.55,0.0,0,14.94,219.49,70,0,4,93441,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0
4,0,79,2399,0,0,0,0,0,42,13.51,19,79.35,3344.1,0.0,0,567.42,3911.52,66,0,4,93460,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
3,0,56,5881,0,0,0,0,0,72,48.51,17,89.85,6697.35,0.0,0,3492.72,10190.07,68,0,4,93461,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0
5,0,80,5933,0,0,0,0,8,72,15.85,2,110.8,7882.25,0.0,0,1141.2,9023.45,69,0,4,93512,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0
3,0,61,6268,0,0,0,0,3,72,21.38,2,114.95,8196.4,0.0,0,1539.36,9735.76,75,0,4,93513,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0
4,0,56,3545,0,0,0,0,0,3,41.44,13,75.05,202.9,5.49,10,124.32,331.73,74,0,4,93514,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4,0,30,4181,0,0,0,0,4,70,16.87,3,75.65,5411.4,25.67,0,1180.9,6566.629999999999,72,0,4,93625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
5,0,31,2154,0,0,0,0,0,5,30.14,0,20.05,94.15,0.0,0,150.7,244.85,65,0,4,93645,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3,0,70,4353,0,0,0,0,4,60,19.68,53,93.25,5774.55,0.0,0,1180.8,6955.35,70,3,61,93701,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1
5,0,64,2269,0,0,0,0,0,26,29.88,0,19.3,504.2,9.49,0,776.88,1271.59,65,0,8,94022,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3,0,38,2107,0,0,0,0,0,7,26.29,20,84.35,609.65,29.17,10,184.03,774.51,66,0,4,94030,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
3,0,56,4997,0,0,0,0,0,27,35.76,4,110.5,2857.6,0.0,0,965.52,3823.12,70,0,4,94037,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
4,0,50,2143,0,0,0,0,0,32,1.12,5,81.1,2619.25,19.25,0,35.84,2635.84,77,0,4,94044,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0
4,0,77,4452,0,0,0,0,0,15,1.67,21,89.0,1288.3,45.69,0,25.05,1267.66,72,0,104,94109,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
4,0,49,2491,0,0,0,0,0,23,17.62,25,75.4,1643.55,0.0,80,405.2600000000001,2128.81,67,0,104,94115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4,0,34,5602,0,0,0,0,0,22,23.43,22,81.7,1820.9,29.88,0,515.46,2306.48,77,0,104,94127,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3,0,37,5251,0,0,0,0,10,4,14.34,14,83.25,308.05,39.93,0,57.36,325.48,73,0,16,94306,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
5,0,35,2965,0,0,0,0,9,32,5.73,30,91.35,2896.55,26.98,0,183.36,3052.9300000000003,66,1,4,94511,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1
3,0,69,2587,0,0,0,0,10,7,0.0,13,29.8,220.45,11.83,0,0.0,208.62,80,0,4,94530,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
3,0,27,2136,0,0,0,0,9,8,22.4,23,60.9,551.95,16.58,0,179.2,714.5699999999999,76,0,4,94535,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0
3,0,26,4011,0,0,0,0,0,56,37.3,8,73.25,4054.2,17.16,0,2088.8,6125.84,80,0,16,94536,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
3,0,65,5325,0,0,0,0,1,53,30.09,12,95.85,5016.25,18.85,0,1594.77,6592.17,69,0,16,94592,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0
5,0,45,3418,0,0,0,0,2,23,45.83,0,20.75,485.2,37.64,0,1054.09,1501.65,69,0,4,94599,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
4,0,54,2660,0,0,0,0,0,5,14.22,4,84.7,392.5,41.2,0,71.10000000000001,422.4,73,0,52,94619,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
4,0,41,2701,0,0,0,0,5,45,40.85,24,86.1,3861.45,12.19,0,1838.25,5687.51,67,0,52,94621,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
5,0,59,4953,0,0,0,0,2,60,24.62,30,110.0,6668.35,0.0,0,1477.2,8145.55,69,0,32,94703,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0
3,0,37,6144,0,0,0,0,5,72,15.23,2,112.4,8046.85,0.0,0,1096.56,9143.41,80,0,4,94951,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0
4,0,20,5090,0,0,0,0,0,20,22.31,21,54.0,1055.9,0.0,0,446.2,1502.1,68,0,4,94970,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0
5,0,25,5400,0,0,0,0,0,59,6.13,2,79.2,4590.35,0.0,0,361.67,4952.02,71,0,4,95007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
5,0,41,2641,0,0,0,0,6,46,4.2,22,98.85,4564.9,0.0,0,193.2,4758.099999999999,74,0,4,95012,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
3,0,33,4994,0,0,0,0,0,71,37.39,22,89.85,6293.45,0.0,140,2654.69,9088.14,69,0,112,95113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0
3,0,69,5527,0,0,0,0,0,47,44.08,20,86.05,3865.6,0.0,0,2071.76,5937.36,70,0,112,95132,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0
3,0,29,5408,0,0,0,0,1,72,4.59,27,114.65,8333.95,0.0,0,330.48,8664.43,73,0,112,95139,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0
5,0,66,2962,0,0,0,0,8,14,45.76,0,19.65,228.65,0.0,0,640.64,869.29,73,0,44,95203,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
5,0,28,5193,0,0,0,0,8,11,28.64,22,75.2,775.3,0.0,0,315.04,1090.34,65,1,44,95206,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1
5,0,50,5428,0,0,0,0,5,62,11.41,25,97.95,5936.55,0.0,0,707.42,6643.97,65,0,4,95230,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0
3,0,66,4025,0,0,0,0,1,23,41.88,12,95.1,2326.05,0.0,0,963.24,3289.29,67,0,4,95233,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
3,0,20,5089,0,0,0,0,1,71,37.53,24,82.7,5831.2,0.0,0,2664.63,8495.83,72,0,8,95242,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0
3,0,68,4022,0,0,0,0,0,70,0.0,13,44.05,3011.65,0.0,0,0.0,3011.65,68,0,4,95251,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0
3,0,59,4848,0,0,0,0,1,32,49.21,19,100.4,3217.65,0.0,0,1574.72,4792.37,77,2,4,95254,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1
3,0,63,2040,0,0,0,0,1,43,4.59,5,94.3,3953.15,0.0,0,197.37,4150.52,71,0,4,95306,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
5,0,70,4113,0,0,0,0,0,71,47.86,16,104.05,7413.55,0.0,0,3398.06,10811.61,75,0,4,95317,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
5,0,37,2399,0,0,0,0,1,20,8.98,16,60.0,1259.35,0.0,0,179.60000000000002,1438.9499999999998,70,0,4,95326,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
3,0,74,5413,0,0,0,0,2,61,2.19,8,98.3,6066.55,0.0,0,133.59,6200.14,77,0,4,95386,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0
4,0,24,5272,0,0,0,0,6,23,46.82,11,90.45,2117.25,0.0,30,1076.86,3224.11,76,0,4,95410,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0
3,0,73,4291,0,0,0,0,5,55,33.21,4,88.8,4805.3,0.0,0,1826.55,6631.85,67,0,4,95426,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
3,0,38,5715,0,0,0,0,0,45,0.0,4,34.2,1596.6,0.0,0,0.0,1596.6,67,0,4,95429,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4,0,59,5693,0,0,0,0,0,56,10.57,28,94.8,5264.3,0.0,0,591.9200000000001,5856.22,71,2,4,95442,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1
4,0,20,3828,0,0,0,0,0,4,8.75,4,80.25,303.7,0.0,30,35.0,368.7,66,0,4,95443,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4,0,24,5987,0,0,0,0,5,49,26.0,16,88.2,4159.45,0.0,0,1274.0,5433.45,75,0,4,95451,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0
3,0,29,4964,0,0,0,0,2,71,12.26,3,99.4,7168.25,0.0,0,870.46,8038.71,78,0,4,95454,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
3,0,26,4796,0,0,0,0,3,72,28.72,25,114.85,8317.95,0.0,0,2067.84,10385.79,74,0,4,95459,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0
3,0,25,5856,0,0,0,0,3,72,16.72,9,84.45,5899.85,0.0,0,1203.84,7103.6900000000005,75,0,4,95470,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0
5,0,73,3111,0,0,0,0,0,20,21.49,4,80.7,1614.2,0.0,0,429.8,2044.0,71,0,4,95488,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
